#F EADL97_KShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 K-Shell nonradiative rates
#N 66
#L Z  TOTAL  K-L1L1  K-L1L2  K-L1L3  K-L1M1  K-L1M2  K-L1M3  K-L1M4  K-L1M5  K-L2L1  K-L2L2  K-L2L3  K-L2M1  K-L2M2  K-L2M3  K-L2M4  K-L2M5  K-L3L1  K-L3L2  K-L3L3  K-L3M1  K-L3M2  K-L3M3  K-L3M4  K-L3M5  K-M1L1  K-M1L2  K-M1L3  K-M1M1  K-M1M2  K-M1M3  K-M1M4  K-M1M5  K-M2L1  K-M2L2  K-M2L3  K-M2M1  K-M2M2  K-M2M3  K-M2M4  K-M2M5  K-M3L1  K-M3L2  K-M3L3  K-M3M1  K-M3M2  K-M3M3  K-M3M4  K-M3M5  K-M4L1  K-M4L2  K-M4L3  K-M4M1  K-M4M2  K-M4M3  K-M4M4  K-M4M5  K-M5L1  K-M5L2  K-M5L3  K-M5M1  K-M5M2  K-M5M3  K-M5M4  K-M5M5
66  5.9940256E-02  5.4719000E-03  7.2242300E-03  6.4090800E-03  2.0936500E-03  1.4920200E-03  1.3728400E-03  1.0300200E-04  9.6396600E-05  0.0000000E+00  6.4460900E-04  1.2705400E-02  1.1648100E-03  2.3504600E-04  2.2599600E-03  1.1395600E-04  3.5051600E-04  0.0000000E+00  0.0000000E+00  5.9612700E-03  9.7934300E-04  2.1522100E-03  2.1857200E-03  4.0600300E-04  3.5886500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9712800E-04  2.4219000E-04  2.1174900E-04  1.5272400E-05  1.3539200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0796800E-05  3.9112500E-04  1.5814000E-05  4.5816800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0167800E-04  5.9139700E-05  5.0800300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0969500E-07  7.2402300E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7329600E-06
67  5.8498711E-02  5.4051200E-03  7.2082000E-03  6.2173100E-03  2.0766700E-03  1.4951800E-03  1.3407900E-03  1.0169900E-04  9.3919700E-05  0.0000000E+00  6.2476600E-04  1.2239800E-02  1.1691800E-03  2.2862500E-04  2.1931500E-03  1.1177800E-04  3.4081300E-04  0.0000000E+00  0.0000000E+00  5.7116500E-03  9.5279700E-04  2.0835000E-03  2.1099000E-03  3.9374300E-04  3.4682500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9635300E-04  2.4420400E-04  2.0746300E-04  1.5153300E-05  1.3284300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0342000E-05  3.8159100E-04  1.5567100E-05  4.4628100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9615100E-04  5.7805300E-05  4.9506200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0323100E-07  7.0194600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6605100E-06
68  5.6160102E-02  5.2472200E-03  7.0796600E-03  5.9317300E-03  2.0255500E-03  1.4751300E-03  1.2885300E-03  9.8664400E-05  8.9864300E-05  0.0000000E+00  5.9517800E-04  1.1594900E-02  1.1554900E-03  2.1864000E-04  2.0913000E-03  1.0794900E-04  3.2599900E-04  0.0000000E+00  0.0000000E+00  5.3813800E-03  9.1219100E-04  1.9820600E-03  2.0016600E-03  3.7564200E-04  3.2970200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9243400E-04  2.4230400E-04  2.0006400E-04  1.4764200E-05  1.2711200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9458300E-05  3.6560500E-04  1.5156300E-05  4.2827500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8745300E-04  5.5540700E-05  4.7326700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.8275600E-08  6.7806800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5645100E-06
69  5.3980407E-02  5.1040400E-03  6.9584400E-03  5.6645500E-03  1.9777700E-03  1.4556800E-03  1.2382800E-03  9.5721200E-05  8.5945200E-05  0.0000000E+00  5.6786000E-04  1.0995800E-02  1.1424800E-03  2.0923600E-04  1.9971600E-03  1.0411800E-04  3.1159500E-04  0.0000000E+00  0.0000000E+00  5.0754600E-03  8.7351200E-04  1.8882200E-03  1.9015200E-03  3.5825500E-04  3.1326400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8857700E-04  2.4050800E-04  1.9282700E-04  1.4385800E-05  1.2264800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8719500E-05  3.5079100E-04  1.4754600E-05  4.1036000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7935500E-04  5.3391700E-05  4.5275800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3639400E-08  6.5543200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5677000E-06
70  5.1950931E-02  4.9672700E-03  6.8542600E-03  5.4167700E-03  1.9331900E-03  1.4392900E-03  1.1919900E-03  9.2964400E-05  8.2257500E-05  0.0000000E+00  5.4203600E-04  1.0435700E-02  1.1320700E-03  2.0037400E-04  1.9073500E-03  1.0062700E-04  2.9829200E-04  0.0000000E+00  0.0000000E+00  4.7902500E-03  8.3787200E-04  1.7985400E-03  1.8066400E-03  3.4216800E-04  2.9812000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8513600E-04  2.3910400E-04  1.8618600E-04  1.4013700E-05  1.1750700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8017700E-05  3.3652400E-04  1.4362700E-05  3.9342400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7164700E-04  5.1354100E-05  4.3434300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9284800E-08  6.3393900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4796200E-06
71  5.0050028E-02  4.8393500E-03  6.7504800E-03  5.1790400E-03  1.8898400E-03  1.4223600E-03  1.1464700E-03  9.0242000E-05  7.8736400E-05  0.0000000E+00  5.1767800E-04  9.9070900E-03  1.1212100E-03  1.9190500E-04  1.8229500E-03  9.7058900E-05  2.8509700E-04  0.0000000E+00  0.0000000E+00  4.5228200E-03  8.0317000E-04  1.7145500E-03  1.7175500E-03  3.2613900E-04  2.8307800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8155400E-04  2.3761200E-04  1.7958400E-04  1.3643600E-05  1.1259700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7259500E-05  3.2301000E-04  1.3971600E-05  3.7725700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6429400E-04  4.9230000E-05  4.1503300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3855500E-08  6.1214400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3971700E-06
72  4.8280048E-02  4.7166800E-03  6.6618900E-03  4.9576700E-03  1.8493200E-03  1.4081400E-03  1.1043500E-03  8.7519100E-05  7.5251600E-05  0.0000000E+00  4.9466500E-04  9.4120300E-03  1.1126700E-03  1.8397400E-04  1.7421500E-03  9.3815300E-05  2.7281300E-04  0.0000000E+00  0.0000000E+00  4.2727200E-03  7.7115200E-04  1.6340400E-03  1.6327400E-03  3.1135900E-04  2.6925800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7838300E-04  2.3639000E-04  1.7341300E-04  1.3279400E-05  1.0794500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6619100E-05  3.0985500E-04  1.3590300E-05  3.6188200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5725600E-04  4.7373700E-05  3.9762000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9373000E-08  5.8732500E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3201200E-06
73  4.6620053E-02  4.6043300E-03  6.5768000E-03  4.7479200E-03  1.8107900E-03  1.3942200E-03  1.0635400E-03  8.5038800E-05  7.2037400E-05  0.0000000E+00  4.7330300E-04  8.9489200E-03  1.1044300E-03  1.7640500E-04  1.6674500E-03  9.0627300E-05  2.6085700E-04  0.0000000E+00  0.0000000E+00  4.0395900E-03  7.4016800E-04  1.5592600E-03  1.5540600E-03  2.9684100E-04  2.5571300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7522600E-04  2.3536500E-04  1.6743600E-04  1.2924700E-05  1.0354700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6008700E-05  2.9771300E-04  1.3218700E-05  3.4661300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5068600E-04  4.5455800E-05  3.7967000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4984400E-08  5.6235400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3218700E-06
74  4.6139344E-02  4.6033300E-03  6.6597700E-03  4.6610600E-03  1.8172400E-03  1.4158100E-03  1.0502200E-03  8.4508800E-05  7.0570900E-05  0.0000000E+00  4.6367100E-04  8.7154800E-03  1.1243500E-03  1.7329500E-04  1.6333600E-03  8.9706400E-05  2.5567900E-04  0.0000000E+00  0.0000000E+00  3.9120800E-03  7.2849800E-04  1.5228900E-03  1.5144000E-03  2.9016700E-04  2.4905200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7649400E-04  2.4008500E-04  1.6574800E-04  1.2946400E-05  1.0172400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5721300E-05  2.9264500E-04  1.3160400E-05  3.4004500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4782700E-04  4.4747100E-05  3.7204800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1137100E-08  5.4065200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2805200E-06
75  4.4949658E-02  4.5341000E-03  6.6363700E-03  4.5025600E-03  1.7950800E-03  1.4144300E-03  1.0199500E-03  8.2765700E-05  6.8044400E-05  0.0000000E+00  4.4742200E-04  8.3567300E-03  1.1262300E-03  1.6750800E-04  1.5763600E-03  8.7383300E-05  2.4634100E-04  0.0000000E+00  0.0000000E+00  3.7304200E-03  7.0531800E-04  1.4651700E-03  1.4535300E-03  2.7877200E-04  2.3833500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7483600E-04  2.4111900E-04  1.6133600E-04  1.2686600E-05  9.8375500E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5264800E-05  2.8346100E-04  1.2889600E-05  3.2836000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4282100E-04  4.3284000E-05  3.5822100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7844300E-08  5.2237300E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2211300E-06
76  4.3849705E-02  4.4668900E-03  6.6237800E-03  4.3537100E-03  1.7747200E-03  1.4150700E-03  9.9182600E-04  8.0971400E-05  6.5628900E-05  0.0000000E+00  4.3178100E-04  8.0163900E-03  1.1298500E-03  1.6207500E-04  1.5206400E-03  8.5180900E-05  2.3754600E-04  0.0000000E+00  0.0000000E+00  3.5582500E-03  6.8375600E-04  1.4090900E-03  1.3947800E-03  2.6814400E-04  2.2835100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7340000E-04  2.4227200E-04  1.5721700E-04  1.2427000E-05  9.5145600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4822500E-05  2.7438300E-04  1.2686400E-05  3.1714600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3793100E-04  4.1876300E-05  3.4564800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4725300E-08  4.9833900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1650600E-06
77  4.2820157E-02  4.4080000E-03  6.6141400E-03  4.2120600E-03  1.7558900E-03  1.4163500E-03  9.6446500E-04  7.9297100E-05  6.3290200E-05  0.0000000E+00  4.1715600E-04  7.6961400E-03  1.1337500E-03  1.5685100E-04  1.4693000E-03  8.2998900E-05  2.2898500E-04  0.0000000E+00  0.0000000E+00  3.3974900E-03  6.6283100E-04  1.3570200E-03  1.3402000E-03  2.5765800E-04  2.1854500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7206600E-04  2.4369300E-04  1.5327800E-04  1.2237300E-05  9.2089900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4338800E-05  2.6599200E-04  1.2422300E-05  3.0593100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3337100E-04  4.0542800E-05  3.3313400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1804800E-08  4.8209300E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1125100E-06
78  4.1880298E-02  4.3505400E-03  6.6158700E-03  4.0790400E-03  1.7391700E-03  1.4195100E-03  9.3926100E-04  7.7659900E-05  6.1066200E-05  0.0000000E+00  4.0360700E-04  7.4008700E-03  1.1395100E-03  1.5189900E-04  1.4206800E-03  8.0968200E-05  2.2081400E-04  0.0000000E+00  0.0000000E+00  3.2492300E-03  6.4361000E-04  1.3068600E-03  1.2882400E-03  2.4798700E-04  2.0929300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7096700E-04  2.4531600E-04  1.4952800E-04  1.1988800E-05  8.8582900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3878300E-05  2.5766300E-04  1.2224300E-05  2.9527300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2892000E-04  3.9331300E-05  3.2127700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9057800E-08  4.6653800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1221500E-06
79  4.0999557E-02  4.3025500E-03  6.6214900E-03  3.9530100E-03  1.7240800E-03  1.4236700E-03  9.1483000E-04  7.6136600E-05  5.8965800E-05  0.0000000E+00  3.9062700E-04  7.1170700E-03  1.1461100E-03  1.4724700E-04  1.3748400E-03  7.9017900E-05  2.1299100E-04  0.0000000E+00  0.0000000E+00  3.1072300E-03  6.2505900E-04  1.2602000E-03  1.2397600E-03  2.3859100E-04  2.0056600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6996500E-04  2.4722200E-04  1.4594900E-04  1.1804600E-05  8.5855900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3500200E-05  2.5011700E-04  1.2031400E-05  2.8524100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2483500E-04  3.8069900E-05  3.1010100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6482500E-08  4.4620900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0731500E-06
80  4.0179644E-02  4.2553400E-03  6.6383900E-03  3.8342500E-03  1.7106900E-03  1.4298900E-03  8.9218500E-04  7.4628600E-05  5.6901400E-05  0.0000000E+00  3.7811700E-04  6.8471000E-03  1.1544500E-03  1.4288600E-04  1.3300400E-03  7.7278900E-05  2.0573200E-04  0.0000000E+00  0.0000000E+00  2.9724700E-03  6.0769300E-04  1.2148100E-03  1.1928400E-03  2.2978500E-04  1.9244000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6909200E-04  2.4928400E-04  1.4261100E-04  1.1564900E-05  8.3221900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3132200E-05  2.4259100E-04  1.1834700E-05  2.7560800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2083200E-04  3.6964000E-05  2.9940500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4042000E-08  4.3233100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0267400E-06
81  3.9409494E-02  4.2148200E-03  6.6553700E-03  3.7201700E-03  1.6981900E-03  1.4361100E-03  8.6979600E-04  7.3147700E-05  5.4940100E-05  0.0000000E+00  3.6637600E-04  6.5920200E-03  1.1628700E-03  1.3864300E-04  1.2884500E-03  7.5477500E-05  1.9854100E-04  0.0000000E+00  0.0000000E+00  2.8453200E-03  5.9071300E-04  1.1723200E-03  1.1488200E-03  2.2110300E-04  1.8443000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6828800E-04  2.5152900E-04  1.3931000E-04  1.1380800E-05  8.0187400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2725800E-05  2.3563700E-04  1.1639600E-05  2.6642800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1712700E-04  3.5799300E-05  2.8868000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0346000E-07  4.1387100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.8290400E-07
82  3.8689595E-02  4.1749800E-03  6.6832400E-03  3.6124600E-03  1.6871400E-03  1.4441100E-03  8.4893100E-04  7.1723100E-05  5.3000300E-05  0.0000000E+00  3.5494900E-04  6.3474500E-03  1.1728000E-03  1.3462600E-04  1.2474300E-03  7.3854400E-05  1.9185100E-04  0.0000000E+00  0.0000000E+00  2.7241800E-03  5.7489600E-04  1.1307800E-03  1.1061500E-03  2.1303200E-04  1.7693500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6766700E-04  2.5390400E-04  1.3621400E-04  1.1194400E-05  7.7766700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2382400E-05  2.2868100E-04  1.1491300E-05  2.5757400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1347800E-04  3.4722600E-05  2.7887600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9062900E-08  4.0120400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.4113100E-07
83  3.8019862E-02  4.1414900E-03  6.7123000E-03  3.5088600E-03  1.6771200E-03  1.4526100E-03  8.2843900E-04  7.0335600E-05  5.1211800E-05  0.0000000E+00  3.4430900E-04  6.1171700E-03  1.1832500E-03  1.3076200E-04  1.2096600E-03  7.2239800E-05  1.8521200E-04  0.0000000E+00  0.0000000E+00  2.6100900E-03  5.5938400E-04  1.0920100E-03  1.0663800E-03  2.0509300E-04  1.6962800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6701700E-04  2.5652800E-04  1.3318300E-04  1.1011400E-05  7.4989600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2008300E-05  2.2227100E-04  1.1296300E-05  2.4869100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1007300E-04  3.3651100E-05  2.6911300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.4925800E-08  3.8445800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0179900E-07
84  3.7380022E-02  4.1092300E-03  6.7439200E-03  3.4084300E-03  1.6675800E-03  1.4616500E-03  8.0847200E-04  6.8994300E-05  4.9435700E-05  0.0000000E+00  3.3394200E-04  5.8954900E-03  1.1942100E-03  1.2702100E-04  1.1731000E-03  7.0624700E-05  1.7872800E-04  0.0000000E+00  0.0000000E+00  2.5012800E-03  5.4436000E-04  1.0546700E-03  1.0280100E-03  1.9732900E-04  1.6254100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6644500E-04  2.5927000E-04  1.3020300E-04  1.0823600E-05  7.2762400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1687500E-05  2.1602400E-04  1.1141800E-05  2.4012700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0673700E-04  3.2606800E-05  2.5921600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0958100E-08  3.7292700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6405400E-07
85  3.6780157E-02  4.0781800E-03  6.7852600E-03  3.3133400E-03  1.6594100E-03  1.4721100E-03  7.8970400E-04  6.7635100E-05  4.7678600E-05  0.0000000E+00  3.2387100E-04  5.6816900E-03  1.2062800E-03  1.2345300E-04  1.1368100E-03  6.9115700E-05  1.7270700E-04  0.0000000E+00  0.0000000E+00  2.3965800E-03  5.3024300E-04  1.0177800E-03  9.9059800E-04  1.9005200E-04  1.5587700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6602300E-04  2.6203900E-04  1.2737600E-04  1.0633100E-05  7.0159600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1373600E-05  2.0978500E-04  1.0981900E-05  2.3183500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0349900E-04  3.1595100E-05  2.5057900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.7156400E-08  3.5734300E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.7156100E-07
86  3.6199725E-02  4.0488800E-03  6.8225300E-03  3.2191700E-03  1.6505700E-03  1.4821100E-03  7.7072500E-04  6.6313300E-05  4.6019800E-05  0.0000000E+00  3.1424100E-04  5.4773400E-03  1.2182100E-03  1.1993200E-04  1.1027400E-03  6.7609600E-05  1.6662600E-04  0.0000000E+00  0.0000000E+00  2.2971400E-03  5.1613000E-04  9.8297100E-04  9.5527700E-04  1.8283200E-04  1.4929400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6550000E-04  2.6492000E-04  1.2452700E-04  1.0440000E-05  6.8070200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1024700E-05  2.0386600E-04  1.0816100E-05  2.2383800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0039100E-04  3.0608400E-05  2.4137500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3519800E-08  3.4243200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3520400E-07
87  3.5586072E-02  4.0190600E-03  6.8663600E-03  3.1285600E-03  1.6426500E-03  1.4928800E-03  7.5257200E-04  6.4917800E-05  4.4317600E-05  0.0000000E+00  3.0474400E-04  5.2772000E-03  1.2307300E-03  1.1659900E-04  1.0683600E-03  6.6159000E-05  1.6083000E-04  0.0000000E+00  0.0000000E+00  2.2003700E-03  5.0263100E-04  9.4809300E-04  9.2015700E-04  1.7587200E-04  1.4307000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6507500E-04  2.6770500E-04  1.2175300E-04  1.0239400E-05  6.5598800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0719500E-05  1.9791200E-04  1.0639300E-05  2.1599300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7276800E-05  2.9638700E-05  2.3280000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9992700E-08  3.3197700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9992400E-07
