#F EADL97_LShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 L1-Shell nonradiative rates
#N 51
#L Z  TOTAL  L1-L2L2  L1-L2L3  L1-L2M1  L1-L2M2  L1-L2M3  L1-L2M4  L1-L2M5  L1-L3L2  L1-L3L3  L1-L3M1  L1-L3M2  L1-L3M3  L1-L3M4  L1-L3M5  L1-M1L2  L1-M1L3  L1-M1M1  L1-M1M2  L1-M1M3  L1-M1M4  L1-M1M5  L1-M2L2  L1-M2L3  L1-M2M1  L1-M2M2  L1-M2M3  L1-M2M4  L1-M2M5  L1-M3L2  L1-M3L3  L1-M3M1  L1-M3M2  L1-M3M3  L1-M3M4  L1-M3M5  L1-M4L2  L1-M4L3  L1-M4M1  L1-M4M2  L1-M4M3  L1-M4M4  L1-M4M5  L1-M5L2  L1-M5L3  L1-M5M1  L1-M5M2  L1-M5M3  L1-M5M4  L1-M5M5
59  8.7283454E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.4539700E-04  2.4169400E-02  2.3368600E-03  2.1024700E-03  3.1417700E-03  0.0000000E+00  0.0000000E+00  2.4018800E-02  7.3045300E-02  3.8991300E-02  6.5073900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8856900E-03  4.4743600E-02  6.0918100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1124100E-02  1.7434200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3344100E-03
60  8.6428748E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.2894800E-04  2.4033600E-02  2.3265800E-03  2.1462200E-03  3.0979800E-03  0.0000000E+00  0.0000000E+00  2.3939900E-02  7.2378700E-02  3.8673600E-02  6.4195300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8636900E-03  4.4095900E-02  6.0073900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0628800E-02  1.7184300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.2173800E-03
61  8.5539163E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1220500E-04  2.3900500E-02  2.3150600E-03  2.1912900E-03  3.0528500E-03  0.0000000E+00  0.0000000E+00  2.3860300E-02  7.1706600E-02  3.8333700E-02  6.3289600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8403600E-03  4.3412900E-02  5.9203900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0101700E-02  1.6920800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0949000E-03
62  8.4573533E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9766100E-04  2.3785700E-02  2.3071200E-03  2.2371700E-03  3.0013100E-03  0.0000000E+00  0.0000000E+00  2.3820300E-02  7.1128400E-02  3.8030000E-02  6.2446900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8194000E-03  4.2783800E-02  5.8425100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9496500E-02  1.6619300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9585500E-03
63  8.3602471E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8105000E-04  2.3658200E-02  2.2953600E-03  2.2847700E-03  2.9546000E-03  0.0000000E+00  0.0000000E+00  2.3740700E-02  7.0450100E-02  3.7668100E-02  6.1506600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7955200E-03  4.2063300E-02  5.7521400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8926800E-02  1.6337500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.8278600E-03
64  8.2619046E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6121400E-04  2.3428900E-02  2.2729100E-03  2.3239400E-03  2.8928400E-03  0.0000000E+00  0.0000000E+00  2.3556800E-02  6.9460500E-02  3.7120400E-02  6.0263900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7638700E-03  4.1123600E-02  5.6329100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8148300E-02  1.5970600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.6569300E-03
65  8.1542100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5170200E-04  2.3434700E-02  2.2750900E-03  2.3850300E-03  2.8534000E-03  0.0000000E+00  0.0000000E+00  2.3632900E-02  6.9197000E-02  3.6966500E-02  5.9673500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7506600E-03  4.0642700E-02  5.5772200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7682400E-02  1.5729800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.5498200E-03
66  8.0411836E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3278000E-04  2.3291300E-02  2.2586600E-03  2.4514200E-03  2.8028400E-03  0.0000000E+00  0.0000000E+00  2.3526700E-02  6.8439000E-02  3.6541700E-02  5.8588600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7231700E-03  3.9821500E-02  5.4768800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7073200E-02  1.5431700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4083700E-03
67  7.9289288E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.1755200E-04  2.3167600E-02  2.2452700E-03  2.5034700E-03  2.7518900E-03  0.0000000E+00  0.0000000E+00  2.3442400E-02  6.7728200E-02  3.6119500E-02  5.7553600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6977400E-03  3.9023900E-02  5.3785300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6420900E-02  1.5122900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2627200E-03
68  7.8122996E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0341200E-04  2.3056900E-02  2.2338000E-03  2.5551600E-03  2.6955300E-03  0.0000000E+00  0.0000000E+00  2.3400300E-02  6.7092800E-02  3.5747700E-02  5.6619000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6748700E-03  3.8287000E-02  5.2893900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5700800E-02  1.4780000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1067100E-03
69  7.6933608E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.8769400E-04  2.2922600E-02  2.2179600E-03  2.6075300E-03  2.6421000E-03  0.0000000E+00  0.0000000E+00  2.3309300E-02  6.6345900E-02  3.5311200E-02  5.5563700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6493200E-03  3.7456700E-02  5.1877100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5010100E-02  1.4455800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.9536300E-03
70  7.5709251E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7225600E-04  2.2788800E-02  2.2020600E-03  2.6603800E-03  2.5875900E-03  0.0000000E+00  0.0000000E+00  2.3215500E-02  6.5590300E-02  3.4859000E-02  5.4485300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6225500E-03  3.6607700E-02  5.0831100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4300700E-02  1.4126400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7983400E-03
71  7.4403312E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.5544100E-04  2.2575900E-02  2.1793500E-03  2.7013300E-03  2.5180400E-03  0.0000000E+00  0.0000000E+00  2.3065600E-02  6.4641800E-02  3.4306900E-02  5.3268700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5913200E-03  3.5670300E-02  4.9674000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3388900E-02  1.3709900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6046400E-03
72  7.3148949E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3725700E-04  2.2342800E-02  2.1523500E-03  2.7425700E-03  2.4517900E-03  0.0000000E+00  0.0000000E+00  2.2869000E-02  6.3588200E-02  3.3687500E-02  5.1940200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5571100E-03  3.4649000E-02  4.8395100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2507400E-02  1.3312600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4164100E-03
73  7.1866669E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2023600E-04  2.2111600E-02  2.1264600E-03  2.7813300E-03  2.3806600E-03  0.0000000E+00  0.0000000E+00  2.2694200E-02  6.2570300E-02  3.3087800E-02  5.0662700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5239800E-03  3.3665500E-02  4.7185100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1557600E-02  1.2883700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2164700E-03
74  7.0575564E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0111500E-04  2.1850500E-02  2.0963800E-03  2.8184200E-03  2.3112200E-03  0.0000000E+00  0.0000000E+00  2.2464500E-02  6.1427600E-02  3.2418400E-02  4.9265900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4874300E-03  3.2601100E-02  4.5845700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0634400E-02  1.2471500E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0210800E-03
75  6.9202898E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8433300E-04  2.1611200E-02  2.0688400E-03  2.8552500E-03  2.2397500E-03  0.0000000E+00  0.0000000E+00  2.2280400E-02  6.0382300E-02  3.1798400E-02  4.7970500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4532000E-03  3.1607300E-02  4.4611100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9677400E-02  1.2043300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8209000E-03
76  6.7820792E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6381900E-04  2.1334600E-02  2.0354000E-03  2.9059600E-03  2.1710500E-03  0.0000000E+00  0.0000000E+00  2.2026600E-02  5.9189100E-02  3.1100800E-02  4.6519500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4142100E-03  3.0523900E-02  4.3262300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8776700E-02  1.1642300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6277300E-03
77  6.6460020E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4575200E-04  2.1077800E-02  2.0041500E-03  2.9404200E-03  2.1032700E-03  0.0000000E+00  0.0000000E+00  2.1796100E-02  5.8059700E-02  3.0426400E-02  4.5133500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3776500E-03  2.9485300E-02  4.1950900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7861100E-02  1.1241100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4357100E-03
78  6.5094935E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2971300E-04  2.0833800E-02  1.9755400E-03  2.9735300E-03  2.0326100E-03  0.0000000E+00  0.0000000E+00  2.1602700E-02  5.6996600E-02  2.9804100E-02  4.3859600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3430700E-03  2.8517700E-02  4.0745600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6917600E-02  1.0824100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2405100E-03
79  6.3729032E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1214700E-04  2.0575100E-02  1.9433200E-03  3.0061900E-03  1.9655400E-03  0.0000000E+00  0.0000000E+00  2.1372600E-02  5.5863200E-02  2.9138600E-02  4.2512900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3064900E-03  2.7499700E-02  3.9456700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6013100E-02  1.0429600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0519500E-03
80  6.2360921E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9603200E-04  2.0330300E-02  1.9138400E-03  3.0374500E-03  1.8967400E-03  0.0000000E+00  0.0000000E+00  2.1179300E-02  5.4797800E-02  2.8514700E-02  4.1250800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2718200E-03  2.6551100E-02  3.8267400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5082100E-02  1.0023900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8607500E-03
81  6.0999483E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7954000E-04  2.0074900E-02  1.8811000E-03  3.0672500E-03  1.8317300E-03  0.0000000E+00  0.0000000E+00  2.0949700E-02  5.3672300E-02  2.7855300E-02  3.9928900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2355500E-03  2.5562400E-02  3.7013600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4201600E-02  9.6435100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6782800E-03
82  5.9633005E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6411100E-04  1.9842600E-02  1.8516400E-03  3.0967900E-03  1.7651500E-03  0.0000000E+00  0.0000000E+00  2.0763800E-02  5.2628600E-02  2.7248000E-02  3.8702500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2013800E-03  2.4644800E-02  3.5863400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3307500E-02  9.2551500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4945200E-03
83  5.8284390E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4796200E-04  1.9597600E-02  1.8194200E-03  3.1256000E-03  1.7027400E-03  0.0000000E+00  0.0000000E+00  2.0544000E-02  5.1536800E-02  2.6606900E-02  3.7425900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1655100E-03  2.3698600E-02  3.4657900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2458500E-02  8.8913400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3197200E-03
84  5.6936785E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.3362000E-04  1.9373100E-02  1.7906500E-03  3.1540400E-03  1.6385800E-03  0.0000000E+00  0.0000000E+00  2.0366600E-02  5.0515800E-02  2.6015700E-02  3.6239400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1318300E-03  2.2818200E-02  3.3546900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1596500E-02  8.5198600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1437300E-03
85  5.5612739E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1832700E-04  1.9142700E-02  1.7591500E-03  3.1822200E-03  1.5793000E-03  0.0000000E+00  0.0000000E+00  2.0162200E-02  4.9461800E-02  2.5402200E-02  3.5019600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0966900E-03  2.1920000E-02  3.2398100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0789200E-02  8.1758200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9778200E-03
86  5.4293758E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0443000E-04  1.8937900E-02  1.7312800E-03  3.2095700E-03  1.5189900E-03  0.0000000E+00  0.0000000E+00  1.9999800E-02  4.8489000E-02  2.4838100E-02  3.3886100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0638700E-03  2.1087600E-02  3.1340100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9972700E-02  7.8266700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8120600E-03
87  5.3005495E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8876300E-04  1.8719900E-02  1.7002400E-03  3.2505800E-03  1.4630100E-03  0.0000000E+00  0.0000000E+00  1.9801900E-02  4.7463700E-02  2.4246900E-02  3.2691700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0285000E-03  2.0220700E-02  3.0242300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9224500E-02  7.5086600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6570900E-03
88  5.3533795E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9322500E-02  0.0000000E+00  4.4689900E-04  1.7409200E-02  1.5716400E-03  3.0789800E-03  1.3208900E-03  0.0000000E+00  0.0000000E+00  1.8469400E-02  4.3714200E-02  2.2274300E-02  2.9702700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3668200E-04  1.8262500E-02  2.7472500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7335800E-02  6.7456900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2889800E-03
89  5.2270082E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7794300E-02  0.0000000E+00  4.3478600E-04  1.7248500E-02  1.5464700E-03  3.1064700E-03  1.2725200E-03  0.0000000E+00  0.0000000E+00  1.8333000E-02  4.2869500E-02  2.1775200E-02  2.8696100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0698500E-04  1.7535900E-02  2.6544900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6675600E-02  6.4675400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1536600E-03
90  5.0998795E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5780000E-02  0.0000000E+00  4.2436700E-04  1.7120500E-02  1.5246700E-03  3.1361000E-03  1.2241100E-03  0.0000000E+00  0.0000000E+00  1.8250100E-02  4.2111800E-02  2.1335800E-02  2.7787300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.7968500E-04  1.6876900E-02  2.5706700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6017700E-02  6.1899300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0212500E-03
91  5.4059100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1492100E-01  3.7645300E-02  0.0000000E+00  3.5363200E-04  1.4538700E-02  1.2845100E-03  2.7088100E-03  1.0091900E-03  0.0000000E+00  0.0000000E+00  1.5529800E-02  3.5369500E-02  1.7873900E-02  2.2985700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2850000E-04  1.3871200E-02  2.1266800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3184000E-02  5.0776500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4789300E-03
92  5.2904028E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1265700E-01  3.6202800E-02  0.0000000E+00  3.4606300E-04  1.4489600E-02  1.2709400E-03  2.7420800E-03  9.7339300E-04  0.0000000E+00  0.0000000E+00  1.5525200E-02  3.4862500E-02  1.7573300E-02  2.2318400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0818100E-04  1.3380400E-02  2.0653700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2693900E-02  4.8702400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3797700E-03
93  5.1711013E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0881700E-01  3.5040900E-02  0.0000000E+00  3.3883000E-04  1.4467700E-02  1.2577100E-03  2.7804200E-03  9.4175500E-04  0.0000000E+00  0.0000000E+00  1.5534700E-02  3.4402500E-02  1.7296000E-02  2.1673700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8818100E-04  1.2906800E-02  2.0063200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2258200E-02  4.6873600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2907500E-03
94  5.0653268E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0523900E-01  3.3777700E-02  0.0000000E+00  3.3374200E-04  1.4512300E-02  1.2510300E-03  2.8284300E-03  9.1281400E-04  0.0000000E+00  0.0000000E+00  1.5633500E-02  3.4103500E-02  1.7105200E-02  2.1145100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7172600E-04  1.2510600E-02  1.9585200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1856500E-02  4.5159000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2088900E-03
95  4.9410735E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0128700E-01  3.2561000E-02  0.0000000E+00  3.2640500E-04  1.4485200E-02  1.2368800E-03  2.8626800E-03  8.8150100E-04  0.0000000E+00  0.0000000E+00  1.5637800E-02  3.3615500E-02  1.6816000E-02  2.0493000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5098900E-04  1.2041800E-02  1.8994700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1423000E-02  4.3357100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1212800E-03
96  4.8321840E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7295600E-02  3.1412700E-02  0.0000000E+00  3.2101100E-04  1.4532400E-02  1.2290600E-03  2.9078400E-03  8.5257600E-04  0.0000000E+00  0.0000000E+00  1.5738600E-02  3.3296900E-02  1.6619100E-02  1.9962300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3369000E-04  1.1650800E-02  1.8515900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1025300E-02  4.1678600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0408900E-03
97  4.8232808E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2510500E-02  9.1445300E-02  2.9533600E-02  0.0000000E+00  3.0655000E-04  1.4162100E-02  1.1850800E-03  2.8684400E-03  8.0258800E-04  0.0000000E+00  0.0000000E+00  1.5374000E-02  3.2019800E-02  1.5942200E-02  1.8859000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9813500E-04  1.0929200E-02  1.7511800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0351200E-02  3.8985900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9091100E-03
98  4.7082843E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1364300E-02  8.7918400E-02  2.8465700E-02  0.0000000E+00  3.0134200E-04  1.4213700E-02  1.1772100E-03  2.9098400E-03  7.7537700E-04  0.0000000E+00  0.0000000E+00  1.5480100E-02  3.1698700E-02  1.5747700E-02  1.8344500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8113500E-04  1.0558800E-02  1.7051400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9718300E-03  3.7403600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8329900E-03
