#F EADL97_LShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 L1-Shell nonradiative rates
#N 51
#L Z  TOTAL  L1-L2L2  L1-L2L3  L1-L2M1  L1-L2M2  L1-L2M3  L1-L2M4  L1-L2M5  L1-L3L2  L1-L3L3  L1-L3M1  L1-L3M2  L1-L3M3  L1-L3M4  L1-L3M5  L1-M1L2  L1-M1L3  L1-M1M1  L1-M1M2  L1-M1M3  L1-M1M4  L1-M1M5  L1-M2L2  L1-M2L3  L1-M2M1  L1-M2M2  L1-M2M3  L1-M2M4  L1-M2M5  L1-M3L2  L1-M3L3  L1-M3M1  L1-M3M2  L1-M3M3  L1-M3M4  L1-M3M5  L1-M4L2  L1-M4L3  L1-M4M1  L1-M4M2  L1-M4M3  L1-M4M4  L1-M4M5  L1-M5L2  L1-M5L3  L1-M5M1  L1-M5M2  L1-M5M3  L1-M5M4  L1-M5M5
86  8.8272073E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2656400E-01  2.8130500E-01  0.0000000E+00  0.0000000E+00  5.3332400E-03  1.1054500E-02  1.6672000E-02  1.2100500E-02  1.5161200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7298300E-05  2.0795800E-04  7.0269500E-04  5.3564300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1845900E-04  1.6387400E-03  9.9679700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0309100E-04  2.0193000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5489500E-03
87  8.7675994E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2389400E-01  2.7736500E-01  0.0000000E+00  0.0000000E+00  5.3815600E-03  1.1168200E-02  1.6670600E-02  1.2030900E-02  1.4987000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6579300E-05  2.0826400E-04  7.1380200E-04  5.3683400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3609600E-04  1.6080200E-03  9.7876800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.9699600E-04  1.9870300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4519000E-03
88  8.7375914E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8880500E-02  2.1228200E-01  2.6235900E-01  0.0000000E+00  0.0000000E+00  5.2052400E-03  1.0829700E-02  1.5978600E-02  1.1485700E-02  1.4223600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5379600E-05  2.0100400E-04  6.9457900E-04  5.1435400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2774800E-04  1.5116500E-03  9.2134700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6202800E-04  1.8771700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1410000E-03
89  8.6761045E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7987100E-02  2.1051300E-01  2.5863100E-01  0.0000000E+00  0.0000000E+00  5.2551700E-03  1.0951500E-02  1.5976300E-02  1.1426600E-02  1.4062000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4710100E-05  2.0226000E-04  7.0500300E-04  5.1545600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4599600E-04  1.4877200E-03  9.0869700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5565400E-04  1.8455900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0461400E-03
90  8.6184056E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7188900E-02  2.0869700E-01  2.5494200E-01  0.0000000E+00  0.0000000E+00  5.3161500E-03  1.1110100E-02  1.6004900E-02  1.1400500E-02  1.3942500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4246000E-05  2.0483400E-04  7.1680900E-04  5.1625200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6674100E-04  1.4663300E-03  8.9783100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5057600E-04  1.8208300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9690800E-03
91  8.5514874E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6634600E-02  2.0673700E-01  2.5127200E-01  0.0000000E+00  0.0000000E+00  5.3735400E-03  1.1248100E-02  1.6010100E-02  1.1345200E-02  1.3784200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3775500E-05  2.0697400E-04  7.2787000E-04  5.1761000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8653000E-04  1.4483100E-03  8.8985100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4420100E-04  1.7897600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8757600E-03
92  8.4621944E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6023700E-02  2.0510700E-01  2.4775600E-01  0.0000000E+00  0.0000000E+00  5.4527900E-03  1.1448900E-02  1.6075800E-02  1.1344900E-02  1.3692800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3187100E-05  2.1081100E-04  7.4172200E-04  5.1964800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1036700E-04  1.4357800E-03  8.8573800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.4032700E-04  1.7686000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8084600E-03
93  8.3877025E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5263700E-02  2.0289800E-01  2.4383800E-01  0.0000000E+00  0.0000000E+00  5.5159900E-03  1.1602900E-02  1.6081900E-02  1.1289900E-02  1.3530900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2733200E-05  2.1357300E-04  7.5295200E-04  5.2101800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3173300E-04  1.4235000E-03  8.8248300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3376400E-04  1.7368800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7133200E-03
94  8.3094018E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4678400E-02  2.0084700E-01  2.4016600E-01  0.0000000E+00  0.0000000E+00  5.5882500E-03  1.1790900E-02  1.6108900E-02  1.1262900E-02  1.3401900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2298200E-05  2.1766400E-04  7.6517500E-04  5.2184000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.5537300E-04  1.4132900E-03  8.8071200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2803400E-04  1.7108100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6326400E-03
95  8.2225030E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4188900E-02  1.9917000E-01  2.3703000E-01  0.0000000E+00  0.0000000E+00  5.6818100E-03  1.2026000E-02  1.6187000E-02  1.1266000E-02  1.3309000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1905400E-05  2.2267900E-04  7.7973100E-04  5.2411100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.8240900E-04  1.4101900E-03  8.8392000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2373500E-04  1.6891800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5637700E-03
96  8.1403100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3586800E-02  1.9655900E-01  2.3301900E-01  0.0000000E+00  0.0000000E+00  5.7495300E-03  1.2196900E-02  1.6179800E-02  1.1202000E-02  1.3132900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1296500E-05  2.2659900E-04  7.9046700E-04  5.2516400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0509300E-04  1.4056900E-03  8.8704100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1616700E-04  1.6557700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4646500E-03
97  8.0497073E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3007000E-02  1.9385000E-01  2.2862100E-01  0.0000000E+00  0.0000000E+00  5.8209000E-03  1.2389000E-02  1.6173000E-02  1.1148000E-02  1.2968000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0860400E-05  2.3102800E-04  8.0136800E-04  5.2483800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.2944900E-04  1.4015000E-03  8.9061900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0863000E-04  1.6251200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3713100E-03
98  7.9635189E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2518700E-02  1.9119800E-01  2.2412800E-01  0.0000000E+00  0.0000000E+00  5.8929900E-03  1.2574800E-02  1.6163600E-02  1.1069900E-02  1.2772800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0109600E-05  2.3512800E-04  8.1495200E-04  5.2649500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5247200E-04  1.4048600E-03  8.9938000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0200900E-04  1.5912600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2728700E-03
99  7.8707868E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1985800E-02  1.8853800E-01  2.1979800E-01  0.0000000E+00  0.0000000E+00  5.9698200E-03  1.2784100E-02  1.6153100E-02  1.1015100E-02  1.2604100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.6890100E-06  2.4030000E-04  8.2533200E-04  5.2623100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.7767800E-04  1.4071000E-03  9.0750800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9377100E-04  1.5601800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1786000E-03
100  7.7749897E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1513000E-02  1.8558000E-01  2.1504000E-01  0.0000000E+00  0.0000000E+00  6.0447200E-03  1.2978200E-02  1.6128300E-02  1.0935200E-02  1.2404200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1143400E-06  2.4496400E-04  8.3531600E-04  5.2683600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0205200E-04  1.4134000E-03  9.1916200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8507900E-04  1.5249900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0751400E-03

#S 2 L2-Shell nonradiative rates
#N 38
#L Z  TOTAL  L2-L3L3  L2-L3M1  L2-L3M2  L2-L3M3  L2-L3M4  L2-L3M5  L2-M1L3  L2-M1M1  L2-M1M2  L2-M1M3  L2-M1M4  L2-M1M5  L2-M2L3  L2-M2M1  L2-M2M2  L2-M2M3  L2-M2M4  L2-M2M5  L2-M3L3  L2-M3M1  L2-M3M2  L2-M3M3  L2-M3M4  L2-M3M5  L2-M4L3  L2-M4M1  L2-M4M2  L2-M4M3  L2-M4M4  L2-M4M5  L2-M5L3  L2-M5M1  L2-M5M2  L2-M5M3  L2-M5M4  L2-M5M5
1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
2  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
4  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
5  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
6  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
7  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
8  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
9  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
11  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
12  9.9999700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9999700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
13  9.9998360E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5040800E-01  8.0007600E-01  4.9499600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
14  9.9995340E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7628500E-02  5.5484700E-01  3.5135100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2446600E-02  2.6243400E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4622000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
15  9.9989240E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8422400E-02  4.0985700E-01  2.6661000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1154100E-01  4.0187000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1541000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
16  9.9979190E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4498400E-02  3.2037200E-01  2.1399500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3517800E-01  4.8442100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3923000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
17  9.9964220E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6870700E-02  2.6109100E-01  1.7896600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5068000E-01  5.3778600E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5317900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
18  9.9942830E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2198800E-02  2.1908700E-01  1.5343500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6174600E-01  5.7475300E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6300000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
